log_3-19-2021_12-12-25_PM,16896,false,false,false,
log_3-19-2021_12-12-25_PM,13056,false,false,false,
log_3-19-2021_12-12-25_PM,19180,true,false,false,
log_3-19-2021_12-12-30_PM,17560,false,false,false,
log_3-19-2021_12-12-30_PM,10828,false,false,false,
log_3-19-2021_12-12-30_PM,18600,false,false,false,
log_3-19-2021_12-12-30_PM,16844,false,false,false,
log_3-19-2021_12-12-30_PM,2508,false,false,false,
log_3-19-2021_12-12-30_PM,18384,false,false,false,
log_3-19-2021_12-12-30_PM,11600,false,false,false,
log_3-19-2021_12-12-30_PM,17352,false,false,false,
log_3-19-2021_12-12-30_PM,19076,false,false,false,
log_3-19-2021_12-12-30_PM,17160,false,false,false,
log_3-19-2021_12-12-30_PM,18396,false,false,false,
log_3-19-2021_12-12-30_PM,16948,false,false,false,
log_3-19-2021_12-12-30_PM,10180,false,false,false,
log_3-19-2021_12-12-30_PM,18900,false,false,false,
log_3-19-2021_12-12-30_PM,19844,false,false,false,
log_3-19-2021_12-12-30_PM,14368,false,false,false,
log_3-19-2021_12-12-30_PM,21316,false,false,false,
log_3-19-2021_12-12-30_PM,10352,false,false,false,
log_3-19-2021_12-12-30_PM,17232,false,false,false,
log_3-19-2021_12-12-30_PM,1368,false,false,false,
log_3-19-2021_12-12-30_PM,19400,false,false,false,
log_3-19-2021_12-12-30_PM,18964,false,false,false,
log_3-19-2021_12-12-30_PM,18980,false,false,false,
log_3-19-2021_12-12-30_PM,5928,false,false,false,
log_3-19-2021_12-12-30_PM,15468,false,false,false,
log_3-19-2021_12-12-30_PM,9364,false,false,false,
log_3-19-2021_12-12-31_PM,1776,false,false,false,
log_3-19-2021_12-12-31_PM,20792,false,false,false,
log_3-19-2021_12-12-32_PM,16628,false,false,false,
log_3-19-2021_12-12-32_PM,17328,true,false,false,
log_3-19-2021_12-12-37_PM,13616,false,false,false,
log_3-19-2021_12-12-37_PM,9704,false,false,false,
log_3-19-2021_12-12-37_PM,18756,false,false,false,
log_3-19-2021_12-12-37_PM,14536,false,false,false,
